,gender,age
4140,M,21
4141,M,68
4142,M,40
4143,M,19
4144,M,36
4145,F,26
4146,F,27
4147,F,54
4148,M,53
4149,F,63
4150,F,73
4151,F,27
4152,F,58
4153,F,24
4154,F,41
4155,F,25
4156,M,26
4157,M,41
4158,F,32
4159,F,40
4160,M,31
4161,M,70
4162,F,61
4163,F,48
4164,F,40
4165,M,45
4166,M,24
4167,M,76
4168,F,71
4169,F,23
4170,M,49
4171,F,47
4172,M,22
4173,M,66
4174,M,22
4175,M,29
4176,M,23
4177,M,29
4178,M,42
4179,F,55
4180,F,56
4181,M,81
4182,M,66
4183,F,63
4184,F,30
4185,M,59
4186,M,45
4187,M,54
4188,F,61
4189,M,69
4190,F,35
4191,M,31
4192,M,35
4193,F,34
4194,M,79
4195,F,38
4196,M,42
4197,M,24
4198,M,51
4199,F,56
4200,F,78
4201,M,30
4202,F,35
4203,F,49
4204,M,42
4205,F,57
4206,M,50
4207,F,50
4208,F,72
4209,F,75
4210,F,23
4211,M,23
4212,M,23
4213,M,63
4214,M,56
4215,F,49
4216,F,37
4217,M,42
4218,F,42
4219,M,22
4220,M,76
4221,M,35
4222,M,62
4223,F,77
4224,F,55
4225,M,55
4226,F,26
4227,F,24
4228,M,34
4229,M,55
4230,F,35
4231,M,72
4232,M,42
4233,F,47
4234,F,41
4235,M,36
4236,M,24
4237,M,20
4238,F,33
4239,M,44
4240,M,80
4241,F,85
4242,M,25
4243,F,28
4244,M,51
4245,F,43
4246,F,22
4247,F,34
4248,M,52
4249,M,47
4250,M,20
4251,M,28
4252,F,35
4253,M,68
4254,F,70
4255,M,75
4256,F,52
4257,M,67
4258,F,71
4259,F,34
4260,M,33
4261,F,45
4262,M,29
4263,M,78
4264,F,79
4265,F,61
4266,F,54
4267,M,36
4268,M,59
4269,F,79
4270,F,38
4271,F,47
4272,F,48
4273,F,42
4274,M,56
4275,F,49
4276,M,47
4277,M,42
4278,F,35
4279,F,29
4280,F,36
4281,M,77
4282,M,23
4283,F,15
4284,F,35
4285,M,46
4286,M,19
4287,M,45
4288,F,68
4289,M,52
4290,M,57
4291,M,63
4292,F,28
4293,M,45
4294,M,58
4295,F,44
4296,F,63
4297,F,48
4298,F,56
4299,M,41
4300,F,79
4301,F,57
4302,M,75
4303,F,80
4304,F,54
4305,M,62
4306,M,39
4307,M,29
4308,F,67
4309,M,71
4310,F,41
4311,M,36
4312,F,31
4313,M,34
4314,F,28
4315,M,24
4316,M,51
4317,M,62
4318,M,17
4319,F,28
4320,F,60
4321,M,32
4322,F,63
4323,F,44
4324,F,33
4325,F,35
4326,M,41
4327,F,50
4328,M,23
4329,F,60
4330,F,55
4331,F,43
4332,M,81
4333,F,58
4334,F,50
4335,F,51
4336,M,48
4337,F,21
4338,F,23
4339,F,23
4340,M,63
4341,M,66
4342,F,44
4343,M,67
4344,M,59
4345,F,59
4346,F,26
4347,F,47
4348,F,58
4349,M,52
4350,M,32
4351,M,64
4352,F,65
4353,F,53
4354,M,31
4355,F,19
4356,M,62
4357,F,23
4358,M,54
4359,F,23
4360,F,33
4361,F,46
4362,F,39
4363,M,48
4364,M,22
4365,F,27
4366,F,58
4367,F,59
4368,M,53
4369,F,27
4370,M,32
4371,F,33
4372,M,32
4373,F,52
4374,M,57
4375,F,61
4376,M,76
4377,F,84
4378,F,66
4379,M,71
4380,F,19
4381,F,59
4382,M,63
4383,M,22
4384,M,30
4385,F,31
4386,M,19
4387,F,43
4388,M,41
4389,F,39
4390,F,30
4391,M,68
4392,M,21
4393,M,35
4394,F,71
4395,F,34
4396,M,20
4397,M,37
4398,F,53
4399,F,49
4400,M,52
4401,M,57
4402,M,58
4403,M,64
4404,F,40
4405,F,24
4406,F,55
4407,F,72
4408,M,57
4409,M,78
4410,F,73
4411,M,71
4412,M,58
4413,F,61
4414,F,31
4415,M,27
4416,M,50
4417,M,47
4418,F,21
4419,M,24
4420,F,78
4421,M,31
4422,M,51
4423,F,20
4424,F,50
4425,M,46
4426,M,43
4427,F,46
4428,M,35
4429,M,55
4430,F,52
4431,M,59
4432,M,36
4433,F,37
4434,M,35
4435,F,44
4436,M,56
4437,F,56
4438,M,74
4439,F,66
4440,F,42
4441,M,36
4442,F,36
4443,F,62
4444,M,58
4445,F,44
4446,M,44
4447,F,56
4448,M,59
4449,M,49
4450,M,21
4451,F,38
4452,M,44
4453,F,39
4454,F,81
4455,M,88
4456,F,23
4457,F,66
4458,M,55
4459,M,67
4460,M,62
4461,F,53
4462,F,43
4463,M,27
4464,F,58
4465,F,26
4466,M,54
4467,F,47
4468,F,29
4469,M,29
4470,M,54
4471,M,79
4472,F,26
4473,M,81
4474,M,44
4475,M,74
4476,F,77
4477,F,56
4478,F,18
4479,F,39
4480,M,22
4481,F,70
4482,F,50
4483,M,43
4484,M,70
4485,F,51
4486,F,58
4487,F,77
4488,M,71
4489,F,51
4490,M,37
4491,M,26
4492,M,60
4493,F,65
4494,F,60
4495,F,45
4496,F,49
4497,M,54
4498,F,26
4499,M,19
4500,M,64
4501,F,65
4502,F,28
4503,F,55
4504,M,20
4505,M,64
4506,M,32
4507,F,81
4508,F,39
4509,F,76
4510,M,75
4511,F,38
4512,F,49
4513,F,47
4514,M,48
4515,F,51
4516,M,25
4517,F,70
4518,M,77
4519,M,21
4520,F,27
4521,F,33
4522,M,33
4523,F,21
4524,F,79
4525,M,78
4526,M,61
4527,M,37
4528,F,19
4529,F,59
4530,M,53
4531,M,63
4532,F,42
4533,F,53
4534,F,54
4535,F,74
4536,M,71
4537,F,59
4538,F,37
4539,F,53
4540,M,46
4541,M,21
4542,M,28
4543,M,54
4544,F,69
4545,F,64
4546,F,55
4547,M,51
4548,F,18
4549,M,69
4550,F,64
4551,F,28
4552,M,74
4553,M,31
4554,M,37
4555,M,29
4556,F,25
4557,M,30
4558,M,67
4559,M,35
4560,F,30
4561,F,60
4562,M,54
4563,M,17
4564,M,59
4565,F,22
4566,M,41
4567,F,42
4568,F,28
4569,M,47
4570,F,32
4571,M,60
4572,F,22
4573,F,56
4574,F,25
4575,M,42
4576,M,21
4577,M,20
4578,M,30
4579,F,49
4580,F,38
4581,F,23
4582,M,25
4583,M,36
4584,M,60
4585,M,31
4586,F,48
4587,M,37
4588,M,48
4589,F,44
4590,M,23
4591,M,56
4592,M,18
4593,F,39
4594,F,20
4595,M,40
4596,M,17
4597,M,17
4598,M,53
4599,M,20
4600,M,17
4601,M,61
4602,F,31
4603,F,22
4604,F,37
4605,M,38
4606,M,18
4607,M,62
4608,M,64
4609,F,27
4610,F,26
4611,M,21
4612,F,22
4613,F,49
4614,F,27
4615,M,19
4616,F,53
4617,M,23
4618,M,19
4619,M,62
4620,M,48
4621,F,42
4622,F,24
4623,F,18
4624,F,38
4625,F,50
4626,F,52
4627,M,55
4628,M,40
4629,M,24
4630,M,34
4631,F,24
4632,M,36
4633,M,32
4634,F,40
4635,F,32
4636,M,20
4637,F,25
4638,F,46
4639,M,26
4640,F,33
4641,F,49
4642,M,37
4643,F,24
4644,M,35
4645,F,42
4646,M,28
4647,F,43
4648,F,50
4649,M,56
4650,F,38
4651,F,39
4652,M,45
4653,F,54
4654,M,36
4655,F,53
4656,M,19
4657,M,23
4658,F,26
4659,F,59
4660,F,22
4661,M,50
4662,F,51
4663,M,32
4664,M,21
4665,M,22
4666,M,59
4667,M,21
4668,M,29
4669,F,57
4670,M,17
4671,M,56
4672,F,28
4673,F,53
4674,M,51
4675,F,37
4676,M,40
4677,M,49
4678,F,31
4679,M,58
4680,M,17
4681,F,28
4682,M,28
4683,F,25
4684,M,52
4685,F,52
4686,M,31
4687,F,35
4688,F,48
4689,M,49
4690,F,43
4691,F,23
4692,F,29
4693,M,32
4694,F,32
4695,M,64
4696,M,38
4697,F,33
4698,M,50
4699,F,23
4700,F,32
4701,F,32
4702,M,57
4703,M,60
4704,M,35
4705,F,28
4706,F,28
4707,M,20
4708,M,52
4709,M,29
4710,M,21
4711,M,64
4712,M,25
4713,M,31
4714,F,44
4715,M,44
4716,M,37
4717,F,30
4718,M,32
4719,F,27
4720,F,31
4721,F,23
4722,M,51
4723,M,53
4724,M,64
4725,M,24
4726,M,42
4727,M,47
4728,M,59
4729,M,38
4730,F,31
4731,M,36
4732,F,55
4733,F,20
4734,M,43
4735,F,31
4736,M,54
4737,F,52
4738,M,35
4739,F,26
4740,M,52
4741,F,58
4742,M,46
4743,M,20
4744,M,64
4745,M,23
4746,F,33
4747,F,29
4748,M,48
4749,F,47
4750,M,19
4751,F,41
4752,F,46
4753,F,42
4754,F,44
4755,M,49
4756,F,40
4757,F,24
4758,F,40
4759,M,46
4760,M,46
4761,M,51
4762,M,51
4763,F,58
4764,F,39
4765,M,44
4766,M,37
4767,F,20
4768,M,31
4769,F,24
4770,M,47
4771,F,54
4772,M,35
4773,F,21
4774,F,20
4775,M,64
4776,F,29
4777,M,48
4778,M,20
4779,F,55
4780,M,62
4781,M,26
4782,M,33
4783,M,60
4784,F,41
4785,M,36
4786,M,36
4787,M,50
4788,F,49
4789,F,19
4790,F,41
4791,F,59
4792,F,46
4793,F,31
4794,F,43
4795,M,35
4796,F,59
4797,M,36
4798,F,51
4799,M,47
4800,M,47
4801,M,56
4802,M,59
4803,F,53
4804,M,58
4805,F,57
4806,M,57
4807,M,43
4808,M,63
4809,F,50
4810,F,42
4811,M,49
4812,M,45
4813,M,27
4814,M,23
4815,F,26
4816,M,33
4817,M,29
4818,M,29
4819,M,47
4820,M,43
4821,M,49
4822,M,39
4823,M,57
4824,M,55
4825,M,46
4826,F,59
4827,M,65
4828,M,48
4829,F,41
4830,F,37
4831,M,36
4832,M,29
4833,M,46
4834,M,25
4835,F,21
4836,F,36
4837,F,51
4838,M,44
4839,F,21
4840,F,28
4841,M,51
4842,M,45
4843,M,46
4844,F,56
4845,F,40
4846,M,57
4847,F,47
4848,M,42
4849,M,56
4850,F,56
4851,M,53
4852,M,37
4853,M,55
4854,M,20
4855,F,51
4856,F,19
4857,M,18
4858,M,30
4859,F,36
4860,F,28
4861,F,57
4862,F,48
4863,M,55
4864,M,28
4865,M,50
4866,F,60
4867,M,32
4868,F,40
4869,M,29
4870,F,29
4871,M,46
4872,M,34
4873,M,31
4874,M,32
4875,F,38
4876,M,59
4877,F,28
4878,F,38
4879,F,32
4880,M,38
4881,M,42
4882,F,36
4883,M,35
4884,F,55
4885,M,37
4886,M,34
4887,F,42
4888,F,29
4889,F,59
4890,M,61
4891,M,50
4892,F,36
4893,M,24
4894,M,40
4895,F,25
4896,F,22
4897,F,26
4898,M,62
4899,F,36
4900,M,44
4901,M,41
4902,F,35
4903,F,57
4904,F,42
4905,F,39
4906,M,62
4907,M,37
4908,F,26
4909,F,50
4910,M,22
4911,M,51
4912,M,46
4913,M,37
4914,M,53
4915,F,33
4916,M,31
4917,F,41
4918,F,21
4919,F,41
4920,F,23
4921,M,48
4922,F,24
4923,M,29
4924,F,42
4925,F,23
4926,F,53
4927,M,33
4928,F,35
4929,M,34
4930,M,40
4931,M,64
4932,F,33
4933,F,21
4934,M,32
4935,M,23
4936,M,57
4937,M,32
4938,F,33
4939,M,41
4940,F,49
4941,M,34
4942,M,28
4943,F,20
4944,M,36
4945,F,23
4946,F,55
4947,M,21
4948,F,20
4949,M,63
4950,F,48
4951,F,54
4952,M,33
4953,M,20
4954,M,30
4955,M,20
4956,F,24
4957,F,39
4958,F,33
4959,M,33
4960,F,31
4961,M,38
4962,M,52
4963,F,47
4964,M,56
4965,F,20
4966,M,52
4967,F,54
4968,F,28
4969,M,64
4970,F,42
4971,F,51
4972,M,51
4973,F,60
4974,F,58
4975,F,45
4976,F,28
4977,F,32
4978,F,56
4979,M,44
4980,F,37
4981,F,46
4982,M,46
4983,F,51
4984,M,51
4985,F,59
4986,F,46
4987,M,54
4988,F,59
4989,F,60
4990,M,37
4991,F,59
4992,F,60
4993,F,27
4994,F,43
4995,M,36
4996,F,44
4997,M,41
4998,M,53
4999,F,39
5000,F,41
5001,M,32
5002,M,27
5003,F,26
5004,M,24
5005,M,24
5006,M,25
5007,M,50
5008,M,49
5009,F,49
5010,F,29
5011,M,34
5012,F,54
5013,F,56
5014,M,57
5015,F,58
5016,M,21
5017,F,26
5018,M,41
5019,F,44
5020,F,52
5021,F,49
5022,F,57
5023,F,31
5024,M,50
5025,M,41
5026,M,37
5027,M,54
5028,F,62
5029,M,54
5030,F,55
5031,M,51
5032,F,29
5033,M,22
5034,F,48
5035,F,22
5036,F,47
5037,M,40
5038,M,45
5039,F,48
5040,M,30
5041,M,39
5042,F,38
5043,F,49
5044,F,31
5045,M,35
5046,F,39
5047,M,54
5048,F,56
5049,F,32
5050,F,32
5051,F,29
5052,M,57
5053,M,32
5054,F,32
5055,M,27
5056,M,58
5057,F,31
5058,M,39
5059,F,54
5060,F,49
5061,M,41
5062,M,37
5063,F,26
5064,F,31
5065,M,31
5066,M,34
5067,F,53
5068,F,36
5069,M,25
5070,M,35
5071,F,30
5072,M,26
5073,F,19
5074,F,23
5075,M,21
5076,F,34
5077,M,61
5078,M,23
5079,F,20
5080,F,19
5081,M,14
5082,M,24
5083,F,59
5084,F,41
5085,M,43
5086,F,29
5087,M,23
5088,M,20
5089,F,37
5090,M,40
5091,M,37
5092,F,38
5093,M,41
5094,F,23
5095,F,34
5096,F,56
5097,F,35
5098,F,51
5099,M,49
5100,F,44
5101,M,62
5102,F,54
5103,M,49
5104,F,19
5105,F,47
5106,F,54
5107,M,64
5108,M,50
5109,F,45
5110,F,57
5111,M,28
5112,M,45
5113,F,37
5114,F,50
5115,M,61
5116,F,56
5117,F,53
5118,M,28
5119,F,19
5120,M,23
5121,F,19
5122,F,20
5123,M,27
5124,F,42
5125,M,36
5126,M,57
5127,M,55
5128,F,38
5129,M,35
5130,F,27
5131,M,32
5132,M,52
5133,F,30
5134,M,27
5135,F,42
5136,F,44
5137,M,46
5138,M,46
5139,M,40
5140,F,42
5141,M,47
5142,F,28
5143,M,20
5144,M,51
5145,F,34
5146,F,38
5147,M,42
5148,F,55
5149,F,27
5150,M,34
5151,M,46
5152,F,42
5153,F,53
5154,F,34
5155,M,61
5156,F,63
5157,M,62
5158,M,30
5159,F,36
5160,F,59
5161,F,39
5162,M,63
5163,F,57
5164,M,52
5165,F,38
5166,F,55
5167,M,30
5168,M,27
5169,F,27
5170,F,33
5171,F,58
5172,M,38
5173,M,47
5174,F,48
5175,F,20
5176,F,35
5177,M,29
5178,F,19
5179,M,25
5180,F,41
5181,F,40
5182,M,61
5183,F,59
5184,F,33
5185,F,55
5186,F,59
5187,F,22
5188,M,42
5189,M,48
5190,F,45
5191,M,27
5192,F,56
5193,M,19
5194,F,34
5195,F,51
5196,M,54
5197,M,50
5198,M,38
5199,F,32
5200,F,48
5201,M,54
5202,F,42
5203,M,33
5204,F,54
5205,F,28
5206,F,29
5207,M,22
5208,M,55
5209,M,29
5210,M,42
5211,M,47
5212,F,74
5213,M,62
5214,F,65
5215,F,36
5216,M,30
5217,F,32
5218,F,58
5219,M,55
5220,F,54
5221,M,60
5222,M,38
5223,M,35
5224,F,60
5225,M,55
5226,M,28
5227,F,22
5228,M,23
5229,M,56
5230,F,63
5231,F,27
5232,M,22
5233,M,60
5234,F,31
5235,F,35
5236,M,19
5237,F,17
5238,M,45
5239,M,38
5240,F,28
5241,M,28
5242,F,25
5243,M,21
5244,M,21
5245,M,35
5246,F,55
5247,F,59
5248,M,56
5249,F,64
5250,M,40
5251,F,53
5252,M,44
5253,F,36
5254,F,29
5255,M,26
5256,M,26
5257,F,25
5258,M,34
5259,M,40
5260,M,30
5261,F,34
5262,M,19
5263,F,36
5264,M,33
5265,F,43
5266,F,49
5267,M,52
5268,M,43
5269,F,34
5270,M,41
5271,F,37
5272,M,46
5273,M,20
5274,F,54
5275,M,31
5276,F,35
5277,F,39
5278,M,41
5279,F,59
5280,M,39
5281,F,40
5282,F,50
5283,M,30
5284,M,35
5285,M,60
5286,M,46
5287,M,53
5288,M,44
5289,F,42
5290,F,23
5291,F,41
5292,M,58
5293,M,29
5294,F,26
5295,M,52
5296,M,23
5297,M,34
5298,M,43
5299,F,20
5300,F,19
5301,M,49
5302,F,21
5303,M,50
5304,M,23
5305,F,21
5306,F,37
5307,M,41
5308,F,49
5309,M,61
5310,M,43
5311,M,62
5312,M,40
5313,F,57
5314,F,22
5315,M,55
5316,F,61
5317,M,22
5318,M,64
5319,M,58
5320,F,59
5321,M,43
5322,M,57
5323,M,33
5324,M,41
5325,F,21
5326,M,45
5327,F,48
5328,F,29
5329,M,31
5330,F,44
5331,M,39
5332,F,44
5333,M,46
5334,F,30
5335,M,21
5336,M,23
5337,M,41
5338,M,25
5339,M,25
5340,M,22
5341,M,58
5342,F,36
5343,M,29
5344,F,44
5345,F,36
5346,M,42
5347,M,28
5348,M,40
5349,M,36
5350,F,23
5351,F,19
5352,M,20
5353,M,52
5354,F,51
5355,M,26
5356,M,27
5357,F,45
5358,M,24
5359,M,25
5360,F,29
5361,F,20
5362,F,47
5363,M,57
5364,F,54
5365,M,56
5366,M,31
5367,F,37
5368,F,46
